month,year,radio,mobile,total,percentage
Sep,2017,Urbana (NQN),45,54,83.33
Apr,2017,Cadena Ser,0,6,0.00
Apr,2017,Candela Pura,3,6,50.00
Apr,2017,FARCO,0,9,0.00
Apr,2017,Fm La Plaza,0,3,0.00
Aug,2017,88.1 Adulto Joven,6,9,66.67
Aug,2017,Cadena Ser,3,12,25.00
Aug,2017,Estación del Sol,6,6,100.00
Aug,2017,Oldies FM,9,12,75.00
Aug,2017,Panorama,9,12,75.00
Aug,2017,Radio Uno,0,9,0.00
Aug,2017,Sudamericana,9,27,33.33
Aug,2017,TNO RADIO,6,9,66.67
Dec,2016,FM La Barriada,9,27,33.33
Dec,2016,LU 19 - Río Negro,12,18,66.67
Dec,2016,La Radio Ramallo,6,15,40.00
Dec,2017,Audiobeat Radio,3,3,100.00
Dec,2017,Onda Cero,3,21,14.29
Dec,2017,Radio Diversidad - Famaillá - Tucumán,12,24,50.00
Dec,2017,Radio Stereo Madriz│Somoto,3,3,100.00
Feb,2017,ESPN,9,27,33.33
Feb,2017,Nacional Neuquén,0,9,0.00
Feb,2017,Nacional Santa Fé,0,15,0.00
Feb,2017,Universidad Nacional de Cuyo,0,6,0.00
Jan,2017,Colmena,0,12,0.00
Jan,2017,Lider,3,3,100.00
Jan,2017,Radio Uno,0,3,0.00
Jan,2017,Universal,15,24,62.50
Jan,2017,Wox,3,9,33.33
Jul,2017,Colmena,9,15,60.00
Jul,2017,FM RANQUEL,6,12,50.00
Jul,2017,LK,3,6,50.00
Jul,2017,M80,3,6,50.00
Jul,2017,Medios del Aire,6,9,66.67
Jul,2017,Music One,0,6,0.00
Jul,2017,Radio Belgrano Junín,6,6,100.00
Jun,2017,COPE Madrid,6,12,50.00
Jun,2017,Estación del Sol,6,9,66.67
Jun,2017,Fm Difusión 98.1,12,18,66.67
Jun,2017,Kys FM,24,24,100.00
Jun,2017,Magna,12,24,50.00
Jun,2017,Metropolis FM,0,3,0.00
Jun,2017,Red Aleluya,21,33,63.64
Jun,2017,Rock & Pop Córdoba,3,12,25.00
Mar,2017,Cadena Ser,18,24,75.00
Mar,2017,Ecomedios,0,6,0.00
Mar,2017,LU5,3,9,33.33
Mar,2017,Panorama,3,3,100.00
Mar,2017,Paraíso 42,3,30,10.00
Mar,2017,Radio Malena,0,6,0.00
Mar,2017,Radio de Salón,0,27,0.00
May,2017,COPE Madrid,3,6,50.00
May,2017,Colmena,0,6,0.00
May,2017,Encuentro (Viedma),3,6,50.00
May,2017,Radio Stereo Madriz│Somoto,0,9,0.00
May,2017,Signos FM,6,15,40.00
May,2017,TNO RADIO,3,3,100.00
Nov,2016,Kys FM,6,15,40.00
Nov,2016,Led,0,12,0.00
Nov,2016,Radio Diversidad - Famaillá - Tucumán,12,18,66.67
Nov,2016,Sintonia,9,30,30.00
Nov,2017,Enlazador,6,21,28.57
Nov,2017,FARCO,3,9,33.33
Nov,2017,FM 106.9 Radio UNTDF,3,9,33.33
Nov,2017,Lexia,3,30,10.00
Nov,2017,Mi Ituzaingó - Radio Pública del Oeste,12,30,40.00
Nov,2017,Nacional Rosario,9,12,75.00
Nov,2017,Rock & Pop,9,15,60.00
Nov,2017,Signos FM,6,27,22.22
Nov,2017,Vallekas,6,21,28.57
Oct,2017,ADN,0,3,0.00
Oct,2017,Cadena Dial,0,6,0.00
Oct,2017,Cadena Ser,3,18,16.67
Oct,2017,Candela Pura,0,3,0.00
Oct,2017,Kys FM,9,9,100.00
Oct,2017,Radio Nacional de España,3,21,14.29
Oct,2017,Radio Stereo Madriz│Somoto,3,3,100.00
Oct,2017,Rock & Pop,6,6,100.00
Sep,2017,Ecomedios,24,36,66.67
Sep,2017,FM Visión 92.10,0,3,0.00
Sep,2017,Medios del Aire,3,3,100.00
Sep,2017,Music One,3,6,50.00
Sep,2017,Nacional Rosario,3,18,16.67
Sep,2017,Signos FM,6,18,33.33
Apr,2017,Colmena,3,6,50.00
Apr,2017,Panorama,0,3,0.00
Aug,2017,FM Visión 92.10,12,18,66.67
Aug,2017,Meridiano,9,21,42.86
Aug,2017,Rock & Pop,0,3,0.00
Aug,2017,Sintonia,15,15,100.00
Dec,2016,Amistad,3,9,33.33
Dec,2016,FM +101.3 (Ex Del Plata),0,3,0.00
Dec,2016,Impacto,3,3,100.00
Dec,2016,MEGA 98.3 SANTA FE,0,9,0.00
Dec,2017,ADN,0,3,0.00
Dec,2017,FM 106.9 Radio UNTDF,0,6,0.00
Dec,2017,Frecuencia Cruzada,9,9,100.00
Dec,2017,Mi Ituzaingó - Radio Pública del Oeste,12,15,80.00
Dec,2017,Music One,3,9,33.33
Dec,2017,Red Aleluya,6,12,50.00
Dec,2017,Urbana (NQN),3,12,25.00
Feb,2017,Cadena Ser,3,12,25.00
Feb,2017,La Redonda,6,9,66.67
Jan,2017,Estación Sur,3,6,50.00
Jan,2017,Estudio Playa,0,12,0.00
Jan,2017,FM +101.3 (Ex Del Plata),0,6,0.00
Jan,2017,FM Flores,6,6,100.00
Jan,2017,FM KAOS,9,15,60.00
Jan,2017,Medios del Aire,0,6,0.00
Jan,2017,Radio Punto,9,27,33.33
Jan,2017,Universidad Nacional de Cuyo,3,18,16.67
Jul,2017,FM +101.3 (Ex Del Plata),0,3,0.00
Jun,2017,Cadena Ser,12,24,50.00
Jun,2017,FOX News Radio,0,12,0.00
Jun,2017,LK,6,6,100.00
Jun,2017,Music One,0,6,0.00
Jun,2017,RAE - Argentina al mundo,6,9,66.67
Jun,2017,Urbana (NQN),12,21,57.14
Mar,2017,Estación del Sol,3,12,25.00
Mar,2017,Frecuencia Cruzada,3,9,33.33
Mar,2017,La Rocker,0,9,0.00
Mar,2017,Radio y Punto,0,12,0.00
May,2017,Estación del Sol,6,6,100.00
May,2017,FMA Radio-Web,3,9,33.33
May,2017,Panorama,3,6,50.00
May,2017,Pentagrama,6,15,40.00
May,2017,RAE - Argentina al mundo,6,18,33.33
Nov,2016,Estación K2,3,9,33.33
Nov,2016,Radio de Salón,3,27,11.11
Nov,2017,Oldies FM,3,3,100.00
Nov,2017,Pentagrama,0,3,0.00
Nov,2017,Radio Oreja,6,12,50.00
Nov,2017,Sintonia,3,6,50.00
Oct,2017,FOX News Radio,0,3,0.00
Sep,2017,ADN,0,6,0.00
Sep,2017,Cadena 100,0,9,0.00
Sep,2017,LV16 - Río Cuarto - Córdoba,21,27,77.78
Sep,2017,Radio Uno,3,3,100.00
Sep,2017,Visión FM 100.5,3,3,100.00
Sep,2017,Vorterix Córdoba,3,6,50.00
Apr,2017,FOX News Radio,0,6,0.00
Apr,2017,La Redonda,0,6,0.00
Aug,2017,FOX News Radio,0,6,0.00
Aug,2017,Radio El Sol,3,3,100.00
Aug,2017,Radio y Punto,9,9,100.00
Dec,2016,Classique,0,6,0.00
Dec,2016,FM Riachuelo,0,9,0.00
Dec,2016,La X,3,6,50.00
Dec,2016,Subteradio,0,3,0.00
Dec,2017,Encuentro (Viedma),3,9,33.33
Dec,2017,Sudamericana,6,12,50.00
Dec,2017,TNO RADIO,3,9,33.33
Feb,2017,Radio de Salón,0,3,0.00
Jan,2017,FM La Barriada,3,3,100.00
Jan,2017,FOX News Radio,0,6,0.00
Jan,2017,MEGA 98.3 SANTA FE,0,3,0.00
Jan,2017,Universidad de Avellaneda (UNDAV),0,3,0.00
Jul,2017,Rock & Pop,0,6,0.00
Jun,2017,FARCO,3,6,50.00
Jun,2017,FM X - Radio Universidad Nacional del Litoral,6,6,100.00
Jun,2017,Meridiano,9,12,75.00
Mar,2017,Antena Libre,0,9,0.00
Mar,2017,Kys FM,0,15,0.00
Mar,2017,La Radio Ramallo,0,6,0.00
Mar,2017,Music One,3,3,100.00
May,2017,Onda Cero,6,6,100.00
May,2017,Sintonia,6,6,100.00
Nov,2016,FARCO,9,15,60.00
Nov,2017,Encuentro (Viedma),0,6,0.00
Nov,2017,Estación del Sol,9,9,100.00
Nov,2017,Music One,6,12,50.00
Nov,2017,Nacional Esquel,0,3,0.00
Nov,2017,Onda Cero,0,6,0.00
Nov,2017,Punto a punto,9,18,50.00
Nov,2017,Radio y Punto,0,6,0.00
Nov,2017,TNO RADIO,12,15,80.00
Nov,2017,Voces de Barrio Mitre,12,15,80.00
Oct,2017,Encuentro (Viedma),0,6,0.00
Oct,2017,Estirpe Nacional,12,12,100.00
Oct,2017,M80,0,3,0.00
Oct,2017,Pentagrama,0,6,0.00
Sep,2017,FM X - Radio Universidad Nacional del Litoral,0,3,0.00
Sep,2017,Maxima-Madrid,3,3,100.00
Sep,2017,Oldies FM,12,12,100.00
Apr,2017,Meridiano,0,3,0.00
Apr,2017,TNO RADIO,3,3,100.00
Aug,2017,Colmena,6,12,50.00
Aug,2017,Ecomedios,3,3,100.00
Aug,2017,FM RANQUEL,0,6,0.00
Aug,2017,LK,3,3,100.00
Dec,2017,Visión FM 100.5,3,3,100.00
Feb,2017,Estación del Sol,3,3,100.00
Feb,2017,Magna,3,3,100.00
Feb,2017,Radio y Punto,0,6,0.00
Jan,2017,Cadena Ser,0,12,0.00
Jan,2017,FM RANQUEL,3,3,100.00
Jan,2017,LK,3,3,100.00
Jan,2017,M80,6,9,66.67
Jan,2017,Signos FM,0,3,0.00
Jul,2017,COPE Madrid,0,3,0.00
Jul,2017,Ciudad,3,3,100.00
Jul,2017,FOX News Radio,3,3,100.00
Jul,2017,Los 40 Paraguay,3,3,100.00
Jul,2017,Onda Cero,6,12,50.00
Jul,2017,Radio Oreja,6,9,66.67
Jul,2017,Radio Stereo Madriz│Somoto,9,12,75.00
Jun,2017,Ciudad,3,9,33.33
Jun,2017,FM RANQUEL,3,6,50.00
Jun,2017,FMA Radio-Web,6,6,100.00
Jun,2017,Maxima-Madrid,6,6,100.00
Mar,2017,M80,3,3,100.00
May,2017,Fm La Plaza,0,3,0.00
May,2017,MEGA 98.3 SANTA FE,9,9,100.00
May,2017,Music One,0,3,0.00
Nov,2016,El Pueblo,3,15,20.00
Nov,2016,Madre,3,9,33.33
Nov,2017,ADN,0,15,0.00
Oct,2017,FM X - Radio Universidad Nacional del Litoral,3,6,50.00
Oct,2017,TNO RADIO,0,3,0.00
Sep,2017,COPE Madrid,0,3,0.00
Sep,2017,Estación del Sol,6,6,100.00
Sep,2017,Radio Oreja,3,6,50.00
Apr,2017,Enlazador,3,3,100.00
Apr,2017,Estación del Sol,6,6,100.00
Apr,2017,Onda Cero,3,12,25.00
Aug,2017,Aire de Santa Fe,6,6,100.00
Aug,2017,Frecuencia Cruzada,6,6,100.00
Aug,2017,Medios del Aire,3,6,50.00
Aug,2017,Radio Oreja,0,9,0.00
Dec,2016,Fm La Plaza,0,3,0.00
Dec,2017,Diez,0,3,0.00
Feb,2017,88.1 Adulto Joven,0,3,0.00
Feb,2017,FM Riachuelo,0,6,0.00
Feb,2017,La Radio Ramallo,0,3,0.00
Feb,2017,Medios del Aire,0,3,0.00
Feb,2017,Wox,6,18,33.33
Jul,2017,Urbana (NQN),6,9,66.67
Jun,2017,Los 40 Paraguay,3,3,100.00
Jun,2017,MQC Radio,3,3,100.00
Jun,2017,Radio El Sol,9,9,100.00
Mar,2017,Nacional Neuquén,0,3,0.00
May,2017,Frecuencia Cruzada,0,3,0.00
May,2017,Meridiano,3,12,25.00
Nov,2017,Audiobeat Radio,0,6,0.00
Nov,2017,Cadena 100,0,3,0.00
Nov,2017,Ciudad,3,3,100.00
Nov,2017,Radio Stereo Madriz│Somoto,3,3,100.00
Sep,2017,Encuentro (Viedma),0,9,0.00
Sep,2017,Frecuencia Cruzada,0,3,0.00
Sep,2017,Kys FM,6,9,66.67
Apr,2017,FM +101.3 (Ex Del Plata),0,9,0.00
Apr,2017,FM RANQUEL,0,3,0.00
Aug,2017,Fm Difusión 98.1,3,3,100.00
Aug,2017,Urbana (NQN),0,6,0.00
Dec,2017,Medios del Aire,0,3,0.00
Dec,2017,Radio Oreja,3,6,50.00
Feb,2017,Belgrano,3,6,50.00
Feb,2017,Enlazador,0,6,0.00
Feb,2017,FM RANQUEL,6,9,66.67
Feb,2017,LK,0,3,0.00
Feb,2017,LT3 Rosario,0,3,0.00
Feb,2017,Universidad de Avellaneda (UNDAV),0,3,0.00
Jan,2017,Radio Presente,3,6,50.00
Jun,2017,FM +101.3 (Ex Del Plata),3,3,100.00
Jun,2017,Fm La Plaza,3,3,100.00
Mar,2017,Fm La Plaza,0,3,0.00
Mar,2017,LK,0,3,0.00
Mar,2017,La Redonda,3,18,16.67
Mar,2017,Magna,0,6,0.00
May,2017,Lider,0,3,0.00
May,2017,Nacional Esquel,0,9,0.00
May,2017,Punto a punto,3,9,33.33
Nov,2016,LU 19 - Río Negro,0,3,0.00
Nov,2017,M80,0,3,0.00
Nov,2017,MQC Radio,3,3,100.00
Oct,2017,COPE Madrid,0,3,0.00
Oct,2017,Estación del Sol,3,3,100.00
Sep,2017,M80,0,3,0.00
Sep,2017,TNO RADIO,3,3,100.00
Apr,2017,La Radio Ramallo,3,3,100.00
Apr,2017,M80,0,3,0.00
Aug,2017,FARCO,3,3,100.00
Aug,2017,Music One,3,3,100.00
Dec,2016,Magna,0,3,0.00
Dec,2016,Medios del Aire,0,3,0.00
Dec,2017,M80,0,3,0.00
Dec,2017,Nacional Rosario,3,3,100.00
Dec,2017,Radio El Sol,3,3,100.00
Feb,2017,Radio Pública,3,9,33.33
Jan,2017,Nacional Córdoba,0,3,0.00
Jan,2017,Radio y Punto,0,3,0.00
Jul,2017,Ecomedios,0,3,0.00
Jul,2017,Frecuencia Cruzada,3,3,100.00
Jul,2017,Vorterix Córdoba,0,3,0.00
Jun,2017,M80,0,6,0.00
Mar,2017,Medios del Aire,0,6,0.00
May,2017,FM +101.3 (Ex Del Plata),0,6,0.00
May,2017,FM RANQUEL,0,6,0.00
Nov,2017,COPE Madrid,0,3,0.00
Nov,2017,Estudio Playa,3,3,100.00
Nov,2017,FM +101.3 (Ex Del Plata),0,6,0.00
Nov,2017,Medios del Aire,3,3,100.00
Nov,2017,Panorama,3,3,100.00
Nov,2017,Radio Belgrano Junín,0,3,0.00
Nov,2017,Radio El Sol,0,3,0.00
Oct,2017,Medios del Aire,3,3,100.00
Oct,2017,Radio Oreja,0,6,0.00
Dec,2016,Nacional Córdoba,0,6,0.00
Jan,2017,Music One,0,3,0.00
Jan,2017,Nacional Neuquén,0,3,0.00
Jan,2017,Nacional Santa Fé,3,3,100.00
Jul,2017,FMA Radio-Web,3,3,100.00
Mar,2017,FM X - Radio Universidad Nacional del Litoral,0,3,0.00
Mar,2017,Radio Uno,0,3,0.00
Nov,2016,Metropolis FM,3,3,100.00
Nov,2017,Maxima-Madrid,3,3,100.00
Oct,2017,Play FM Córdoba,0,3,0.00
Sep,2017,FM +101.3 (Ex Del Plata),0,3,0.00
